Log of Dyd2
Training on train set: datas/trainSet/heavyIon/datas1/normalCurrent.txt
Testing on test set: datas/testSet/heavyIon/datas1/dataSet.txt
Window size: 20
UCL size rupture: 0.200000
UCL size outer: 0.010000
UCL size inner: 0.050000
feature number: 4
age threshold raw uCl: 2
age threshold precise uCl: 2
score threshold: 0.000000
age penalty: 0.975000
Iteration,Time(s),Value,Scaled_value,Code_Outer,Code_Inner,Reset_State
24.000000,250.000000,13.000000,0.636364,1.000000,0.000000,0.000000
25.000000,260.000000,12.000000,0.545455,0.000000,0.000000,0.000000
26.000000,270.000000,10.000000,0.363636,1.000000,0.000000,0.000000
27.000000,280.000000,10.000000,0.363636,0.000000,0.000000,0.000000
28.000000,290.000000,13.000000,0.636364,1.000000,0.000000,0.000000
29.000000,300.000000,10.000000,0.363636,1.000000,0.000000,0.000000
30.000000,310.000000,11.000000,0.454545,0.000000,0.000000,0.000000
31.000000,320.000000,10.000000,0.363636,0.000000,0.000000,0.000000
32.000000,330.000000,12.000000,0.545455,1.000000,0.000000,0.000000
33.000000,340.000000,9.000000,0.272727,1.000000,0.000000,0.000000
34.000000,350.000000,13.000000,0.636364,1.000000,0.000000,0.000000
35.000000,360.000000,11.000000,0.454545,1.000000,0.000000,0.000000
36.000000,370.000000,11.000000,0.454545,0.000000,0.000000,0.000000
37.000000,380.000000,11.000000,0.454545,0.000000,0.000000,0.000000
38.000000,390.000000,12.000000,0.545455,0.000000,0.000000,0.000000
39.000000,400.000000,12.000000,0.545455,0.000000,0.000000,0.000000
40.000000,410.000000,10.000000,0.363636,1.000000,0.000000,0.000000
41.000000,420.000000,11.000000,0.454545,0.000000,0.000000,0.000000
42.000000,430.000000,12.000000,0.545455,1.000000,0.000000,0.000000
43.000000,440.000000,11.000000,0.454545,0.000000,2.000000,0.000000
44.000000,450.000000,12.000000,0.545455,0.000000,0.000000,0.000000
45.000000,460.000000,12.000000,0.545455,0.000000,2.000000,0.000000
46.000000,470.000000,12.000000,0.545455,0.000000,0.000000,0.000000
47.000000,480.000000,10.000000,0.363636,1.000000,2.000000,0.000000
48.000000,490.000000,13.000000,0.636364,1.000000,2.000000,0.000000
49.000000,500.000000,10.000000,0.363636,1.000000,0.000000,0.000000
50.000000,510.000000,12.000000,0.545455,1.000000,0.000000,0.000000
51.000000,520.000000,12.000000,0.545455,0.000000,2.000000,0.000000
52.000000,530.000000,12.000000,0.545455,0.000000,2.000000,0.000000
53.000000,540.000000,11.000000,0.454545,0.000000,2.000000,0.000000
54.000000,550.000000,11.000000,0.454545,0.000000,2.000000,0.000000
55.000000,560.000000,12.000000,0.545455,0.000000,0.000000,0.000000
56.000000,570.000000,11.000000,0.454545,0.000000,0.000000,0.000000
57.000000,580.000000,12.000000,0.545455,0.000000,0.000000,0.000000
58.000000,590.000000,11.000000,0.454545,0.000000,0.000000,0.000000
59.000000,600.000000,11.000000,0.454545,0.000000,2.000000,0.000000
60.000000,610.000000,11.000000,0.454545,0.000000,0.000000,0.000000
61.000000,620.000000,12.000000,0.545455,0.000000,2.000000,0.000000
62.000000,630.000000,12.000000,0.545455,0.000000,0.000000,0.000000
63.000000,640.000000,12.000000,0.545455,0.000000,0.000000,0.000000
64.000000,650.000000,13.000000,0.636364,1.000000,0.000000,0.000000
65.000000,660.000000,12.000000,0.545455,0.000000,0.000000,0.000000
66.000000,670.000000,12.000000,0.545455,0.000000,2.000000,0.000000
67.000000,680.000000,10.000000,0.363636,1.000000,2.000000,0.000000
68.000000,690.000000,12.000000,0.545455,1.000000,2.000000,0.000000
69.000000,700.000000,11.000000,0.454545,0.000000,2.000000,0.000000
70.000000,710.000000,12.000000,0.545455,0.000000,0.000000,0.000000
71.000000,720.000000,10.000000,0.363636,1.000000,0.000000,0.000000
72.000000,730.000000,12.000000,0.545455,1.000000,0.000000,0.000000
73.000000,740.000000,11.000000,0.454545,0.000000,0.000000,0.000000
74.000000,750.000000,12.000000,0.545455,0.000000,0.000000,0.000000
75.000000,760.000000,11.000000,0.454545,0.000000,0.000000,0.000000
76.000000,770.000000,12.000000,0.545455,0.000000,0.000000,0.000000
77.000000,780.000000,14.000000,0.727273,1.000000,0.000000,0.000000
78.000000,790.000000,12.000000,0.545455,1.000000,0.000000,0.000000
79.000000,800.000000,12.000000,0.545455,0.000000,0.000000,0.000000
80.000000,810.000000,11.000000,0.454545,0.000000,0.000000,0.000000
81.000000,820.000000,12.000000,0.545455,0.000000,0.000000,0.000000
82.000000,830.000000,10.000000,0.363636,1.000000,0.000000,0.000000
83.000000,840.000000,9.000000,0.272727,0.000000,2.000000,0.000000
84.000000,850.000000,11.000000,0.454545,1.000000,0.000000,0.000000
85.000000,860.000000,11.000000,0.454545,0.000000,0.000000,0.000000
86.000000,870.000000,12.000000,0.545455,0.000000,2.000000,0.000000
87.000000,880.000000,11.000000,0.454545,0.000000,2.000000,0.000000
88.000000,890.000000,12.000000,0.545455,0.000000,0.000000,0.000000
89.000000,900.000000,11.000000,0.454545,0.000000,0.000000,0.000000
90.000000,910.000000,11.000000,0.454545,0.000000,2.000000,0.000000
91.000000,920.000000,12.000000,0.545455,0.000000,2.000000,0.000000
92.000000,930.000000,13.000000,0.636364,1.000000,0.000000,0.000000
93.000000,940.000000,14.000000,0.727273,0.000000,0.000000,0.000000
94.000000,950.000000,10.000000,0.363636,1.000000,0.000000,0.000000
95.000000,960.000000,13.000000,0.636364,1.000000,0.000000,0.000000
96.000000,970.000000,11.000000,0.454545,1.000000,2.000000,0.000000
97.000000,980.000000,13.000000,0.636364,1.000000,2.000000,0.000000
98.000000,990.000000,12.000000,0.545455,0.000000,0.000000,0.000000
99.000000,1000.000000,10.000000,0.363636,1.000000,0.000000,0.000000
100.000000,1010.000000,13.000000,0.636364,1.000000,0.000000,0.000000
101.000000,1020.000000,12.000000,0.545455,0.000000,2.000000,0.000000
102.000000,1030.000000,11.000000,0.454545,1.000000,0.000000,0.000000
103.000000,1040.000000,10.000000,0.363636,0.000000,2.000000,0.000000
104.000000,1050.000000,12.000000,0.545455,1.000000,0.000000,0.000000
105.000000,1060.000000,12.000000,0.545455,0.000000,0.000000,0.000000
106.000000,1070.000000,12.000000,0.545455,0.000000,0.000000,0.000000
107.000000,1080.000000,12.000000,0.545455,0.000000,0.000000,0.000000
108.000000,1090.000000,12.000000,0.545455,0.000000,0.000000,0.000000
109.000000,1100.000000,12.000000,0.545455,0.000000,0.000000,0.000000
110.000000,1110.000000,12.000000,0.545455,0.000000,0.000000,0.000000
111.000000,1120.000000,13.000000,0.636364,0.000000,2.000000,0.000000
112.000000,1130.000000,10.000000,0.363636,1.000000,0.000000,0.000000
113.000000,1140.000000,10.000000,0.363636,0.000000,2.000000,0.000000
114.000000,1150.000000,12.000000,0.545455,1.000000,2.000000,0.000000
115.000000,1160.000000,11.000000,0.454545,0.000000,2.000000,0.000000
116.000000,1170.000000,11.000000,0.454545,0.000000,2.000000,0.000000
117.000000,1180.000000,12.000000,0.545455,0.000000,0.000000,0.000000
118.000000,1190.000000,13.000000,0.636364,1.000000,2.000000,0.000000
119.000000,1200.000000,12.000000,0.545455,0.000000,2.000000,0.000000
120.000000,1210.000000,11.000000,0.454545,1.000000,0.000000,0.000000
121.000000,1220.000000,10.000000,0.363636,0.000000,2.000000,0.000000
122.000000,1230.000000,12.000000,0.545455,1.000000,0.000000,0.000000
123.000000,1240.000000,11.000000,0.454545,0.000000,2.000000,0.000000
124.000000,1250.000000,12.000000,0.545455,0.000000,0.000000,0.000000
125.000000,1260.000000,12.000000,0.545455,0.000000,0.000000,0.000000
126.000000,1270.000000,10.000000,0.363636,1.000000,0.000000,0.000000
127.000000,1280.000000,13.000000,0.636364,1.000000,0.000000,0.000000
128.000000,1290.000000,11.000000,0.454545,1.000000,0.000000,0.000000
129.000000,1300.000000,10.000000,0.363636,0.000000,0.000000,0.000000
130.000000,1310.000000,9.000000,0.272727,1.000000,0.000000,0.000000
131.000000,1320.000000,10.000000,0.363636,0.000000,2.000000,0.000000
132.000000,1330.000000,12.000000,0.545455,1.000000,0.000000,0.000000
133.000000,1340.000000,10.000000,0.363636,1.000000,2.000000,0.000000
134.000000,1350.000000,12.000000,0.545455,1.000000,0.000000,0.000000
135.000000,1360.000000,12.000000,0.545455,0.000000,0.000000,0.000000
136.000000,1370.000000,13.000000,0.636364,0.000000,0.000000,0.000000
137.000000,1380.000000,12.000000,0.545455,0.000000,2.000000,0.000000
138.000000,1390.000000,12.000000,0.545455,0.000000,0.000000,0.000000
139.000000,1400.000000,13.000000,0.636364,0.000000,2.000000,0.000000
140.000000,1410.000000,12.000000,0.545455,0.000000,0.000000,0.000000
141.000000,1420.000000,11.000000,0.454545,1.000000,2.000000,0.000000
142.000000,1430.000000,11.000000,0.454545,0.000000,0.000000,0.000000
143.000000,1440.000000,12.000000,0.545455,0.000000,0.000000,0.000000
144.000000,1450.000000,16.000000,0.909091,1.000000,0.000000,0.000000
145.000000,1460.000000,13.000000,0.636364,1.000000,2.000000,0.000000
146.000000,1470.000000,13.000000,0.636364,0.000000,2.000000,0.000000
147.000000,1480.000000,14.000000,0.727273,0.000000,2.000000,0.000000
148.000000,1490.000000,10.000000,0.363636,1.000000,0.000000,0.000000
149.000000,1500.000000,13.000000,0.636364,1.000000,2.000000,0.000000
150.000000,1510.000000,12.000000,0.545455,0.000000,0.000000,0.000000
151.000000,1520.000000,11.000000,0.454545,1.000000,2.000000,0.000000
152.000000,1530.000000,11.000000,0.454545,0.000000,2.000000,0.000000
153.000000,1540.000000,11.000000,0.454545,0.000000,2.000000,0.000000
154.000000,1550.000000,14.000000,0.727273,1.000000,0.000000,0.000000
155.000000,1560.000000,11.000000,0.454545,1.000000,0.000000,0.000000
156.000000,1570.000000,12.000000,0.545455,0.000000,0.000000,0.000000
157.000000,1580.000000,13.000000,0.636364,1.000000,0.000000,0.000000
158.000000,1590.000000,12.000000,0.545455,0.000000,0.000000,0.000000
159.000000,1600.000000,12.000000,0.545455,0.000000,0.000000,1.000000
160.000000,1610.000000,11.000000,0.454545,1.000000,2.000000,0.000000
161.000000,1620.000000,10.000000,0.363636,0.000000,0.000000,1.000000
162.000000,1630.000000,11.000000,0.454545,0.000000,0.000000,0.000000
163.000000,1640.000000,12.000000,0.545455,1.000000,2.000000,0.000000
164.000000,1650.000000,8.000000,0.181818,1.000000,2.000000,0.000000
165.000000,1660.000000,12.000000,0.545455,1.000000,0.000000,0.000000
166.000000,1670.000000,11.000000,0.454545,0.000000,0.000000,0.000000
167.000000,1680.000000,12.000000,0.545455,0.000000,2.000000,0.000000
168.000000,1690.000000,12.000000,0.545455,0.000000,2.000000,0.000000
169.000000,1700.000000,10.000000,0.363636,1.000000,0.000000,0.000000
170.000000,1710.000000,13.000000,0.636364,1.000000,2.000000,0.000000
171.000000,1720.000000,12.000000,0.545455,0.000000,0.000000,0.000000
172.000000,1730.000000,13.000000,0.636364,0.000000,0.000000,0.000000
173.000000,1740.000000,12.000000,0.545455,0.000000,2.000000,0.000000
174.000000,1750.000000,9.000000,0.272727,1.000000,2.000000,0.000000
175.000000,1760.000000,12.000000,0.545455,1.000000,0.000000,0.000000
176.000000,1770.000000,13.000000,0.636364,0.000000,2.000000,0.000000
177.000000,1780.000000,9.000000,0.272727,1.000000,0.000000,0.000000
178.000000,1790.000000,11.000000,0.454545,1.000000,0.000000,0.000000
179.000000,1800.000000,11.000000,0.454545,0.000000,2.000000,0.000000
180.000000,1810.000000,12.000000,0.545455,0.000000,0.000000,0.000000
181.000000,1820.000000,11.000000,0.454545,0.000000,0.000000,0.000000
182.000000,1830.000000,13.000000,0.636364,1.000000,2.000000,0.000000
183.000000,1840.000000,12.000000,0.545455,0.000000,2.000000,0.000000
184.000000,1850.000000,12.000000,0.545455,0.000000,2.000000,0.000000
185.000000,1860.000000,12.000000,0.545455,0.000000,0.000000,0.000000
186.000000,1870.000000,11.000000,0.454545,1.000000,0.000000,0.000000
187.000000,1880.000000,10.000000,0.363636,0.000000,0.000000,0.000000
188.000000,1890.000000,10.000000,0.363636,0.000000,2.000000,0.000000
189.000000,1900.000000,12.000000,0.545455,1.000000,2.000000,0.000000
190.000000,1910.000000,12.000000,0.545455,0.000000,0.000000,0.000000
191.000000,1920.000000,12.000000,0.545455,0.000000,0.000000,0.000000
192.000000,1930.000000,13.000000,0.636364,0.000000,0.000000,0.000000
193.000000,1940.000000,11.000000,0.454545,1.000000,2.000000,0.000000
194.000000,1950.000000,11.000000,0.454545,0.000000,2.000000,0.000000
195.000000,1960.000000,10.000000,0.363636,0.000000,0.000000,0.000000
196.000000,1970.000000,12.000000,0.545455,1.000000,2.000000,0.000000
197.000000,1980.000000,15.000000,0.818182,1.000000,2.000000,0.000000
198.000000,1990.000000,9.000000,0.272727,1.000000,0.000000,0.000000
199.000000,2000.000000,10.000000,0.363636,0.000000,0.000000,0.000000
200.000000,2010.000000,10.000000,0.363636,0.000000,0.000000,0.000000
201.000000,2020.000000,12.000000,0.545455,1.000000,2.000000,0.000000
202.000000,2030.000000,11.000000,0.454545,0.000000,0.000000,0.000000
203.000000,2040.000000,13.000000,0.636364,1.000000,0.000000,0.000000
204.000000,2050.000000,9.000000,0.272727,1.000000,0.000000,0.000000
205.000000,2060.000000,9.000000,0.272727,0.000000,2.000000,0.000000
206.000000,2070.000000,12.000000,0.545455,1.000000,0.000000,0.000000
207.000000,2080.000000,11.000000,0.454545,0.000000,0.000000,0.000000
208.000000,2090.000000,13.000000,0.636364,1.000000,2.000000,0.000000
209.000000,2100.000000,13.000000,0.636364,0.000000,0.000000,0.000000
210.000000,2110.000000,12.000000,0.545455,0.000000,0.000000,0.000000
211.000000,2120.000000,12.000000,0.545455,0.000000,0.000000,0.000000
212.000000,2130.000000,10.000000,0.363636,1.000000,2.000000,0.000000
213.000000,2140.000000,14.000000,0.727273,1.000000,0.000000,0.000000
214.000000,2150.000000,13.000000,0.636364,0.000000,0.000000,0.000000
215.000000,2160.000000,11.000000,0.454545,1.000000,2.000000,0.000000
216.000000,2170.000000,12.000000,0.545455,0.000000,2.000000,0.000000
217.000000,2180.000000,12.000000,0.545455,0.000000,2.000000,0.000000
218.000000,2190.000000,12.000000,0.545455,0.000000,0.000000,0.000000
219.000000,2200.000000,10.000000,0.363636,1.000000,0.000000,0.000000
220.000000,2210.000000,12.000000,0.545455,1.000000,2.000000,0.000000
221.000000,2220.000000,13.000000,0.636364,0.000000,0.000000,0.000000
222.000000,2230.000000,11.000000,0.454545,1.000000,2.000000,0.000000
223.000000,2240.000000,12.000000,0.545455,0.000000,2.000000,0.000000
224.000000,2250.000000,13.000000,0.636364,1.000000,0.000000,0.000000
225.000000,2260.000000,13.000000,0.636364,0.000000,2.000000,0.000000
226.000000,2270.000000,11.000000,0.454545,1.000000,0.000000,0.000000
227.000000,2280.000000,11.000000,0.454545,0.000000,2.000000,0.000000
228.000000,2290.000000,10.000000,0.363636,0.000000,0.000000,0.000000
229.000000,2300.000000,10.000000,0.363636,0.000000,0.000000,0.000000
230.000000,2310.000000,12.000000,0.545455,1.000000,0.000000,0.000000
231.000000,2320.000000,10.000000,0.363636,1.000000,2.000000,0.000000
232.000000,2330.000000,12.000000,0.545455,1.000000,2.000000,0.000000
233.000000,2340.000000,12.000000,0.545455,0.000000,0.000000,0.000000
234.000000,2350.000000,11.000000,0.454545,0.000000,2.000000,0.000000
235.000000,2360.000000,12.000000,0.545455,0.000000,0.000000,0.000000
236.000000,2370.000000,9.000000,0.272727,1.000000,0.000000,0.000000
237.000000,2380.000000,12.000000,0.545455,1.000000,0.000000,0.000000
238.000000,2390.000000,11.000000,0.454545,0.000000,2.000000,0.000000
239.000000,2400.000000,12.000000,0.545455,0.000000,2.000000,0.000000
240.000000,2410.000000,12.000000,0.545455,0.000000,0.000000,0.000000
241.000000,2420.000000,11.000000,0.454545,0.000000,2.000000,0.000000
242.000000,2430.000000,11.000000,0.454545,0.000000,0.000000,0.000000
243.000000,2440.000000,11.000000,0.454545,0.000000,2.000000,0.000000
244.000000,2450.000000,12.000000,0.545455,0.000000,0.000000,0.000000
245.000000,2460.000000,14.000000,0.727273,1.000000,2.000000,0.000000
246.000000,2470.000000,13.000000,0.636364,0.000000,0.000000,0.000000
247.000000,2480.000000,11.000000,0.454545,1.000000,0.000000,0.000000
248.000000,2490.000000,11.000000,0.454545,0.000000,0.000000,0.000000
249.000000,2500.000000,10.000000,0.363636,0.000000,2.000000,0.000000
250.000000,2510.000000,11.000000,0.454545,0.000000,2.000000,0.000000
251.000000,2520.000000,12.000000,0.545455,1.000000,2.000000,0.000000
252.000000,2530.000000,12.000000,0.545455,0.000000,0.000000,0.000000
253.000000,2540.000000,11.000000,0.454545,0.000000,0.000000,0.000000
254.000000,2550.000000,12.000000,0.545455,0.000000,0.000000,0.000000
255.000000,2560.000000,12.000000,0.545455,0.000000,2.000000,0.000000
256.000000,2570.000000,10.000000,0.363636,1.000000,2.000000,0.000000
257.000000,2580.000000,9.000000,0.272727,0.000000,0.000000,0.000000
258.000000,2590.000000,11.000000,0.454545,1.000000,0.000000,0.000000
259.000000,2600.000000,12.000000,0.545455,0.000000,0.000000,0.000000
260.000000,2610.000000,11.000000,0.454545,0.000000,0.000000,0.000000
261.000000,2620.000000,12.000000,0.545455,0.000000,0.000000,0.000000
262.000000,2630.000000,13.000000,0.636364,1.000000,0.000000,0.000000
263.000000,2640.000000,12.000000,0.545455,0.000000,0.000000,0.000000
264.000000,2650.000000,11.000000,0.454545,1.000000,2.000000,0.000000
265.000000,2660.000000,12.000000,0.545455,0.000000,0.000000,0.000000
266.000000,2670.000000,12.000000,0.545455,0.000000,2.000000,0.000000
267.000000,2680.000000,11.000000,0.454545,0.000000,0.000000,0.000000
268.000000,2690.000000,10.000000,0.363636,1.000000,0.000000,0.000000
269.000000,2700.000000,12.000000,0.545455,1.000000,0.000000,0.000000
270.000000,2710.000000,12.000000,0.545455,0.000000,2.000000,0.000000
271.000000,2720.000000,12.000000,0.545455,0.000000,0.000000,0.000000
272.000000,2730.000000,13.000000,0.636364,0.000000,0.000000,0.000000
273.000000,2740.000000,11.000000,0.454545,1.000000,0.000000,0.000000
274.000000,2750.000000,12.000000,0.545455,0.000000,0.000000,0.000000
275.000000,2760.000000,11.000000,0.454545,0.000000,2.000000,0.000000
276.000000,2770.000000,12.000000,0.545455,0.000000,0.000000,0.000000
277.000000,2780.000000,12.000000,0.545455,0.000000,2.000000,0.000000
278.000000,2790.000000,11.000000,0.454545,0.000000,0.000000,0.000000
279.000000,2800.000000,12.000000,0.545455,0.000000,0.000000,1.000000
280.000000,2810.000000,12.000000,0.545455,0.000000,0.000000,0.000000
281.000000,2820.000000,12.000000,0.545455,0.000000,2.000000,0.000000
282.000000,2830.000000,11.000000,0.454545,0.000000,0.000000,0.000000
283.000000,2840.000000,10.000000,0.363636,1.000000,2.000000,0.000000
284.000000,2850.000000,13.000000,0.636364,1.000000,0.000000,0.000000
285.000000,2860.000000,12.000000,0.545455,0.000000,0.000000,0.000000
286.000000,2870.000000,12.000000,0.545455,0.000000,0.000000,0.000000
287.000000,2880.000000,11.000000,0.454545,1.000000,2.000000,0.000000
288.000000,2890.000000,11.000000,0.454545,0.000000,2.000000,0.000000
289.000000,2900.000000,10.000000,0.363636,0.000000,0.000000,0.000000
290.000000,2910.000000,12.000000,0.545455,1.000000,0.000000,0.000000
291.000000,2920.000000,12.000000,0.545455,0.000000,0.000000,0.000000
292.000000,2930.000000,12.000000,0.545455,0.000000,2.000000,0.000000
293.000000,2940.000000,9.000000,0.272727,1.000000,0.000000,0.000000
294.000000,2950.000000,11.000000,0.454545,1.000000,0.000000,0.000000
295.000000,2960.000000,12.000000,0.545455,0.000000,0.000000,0.000000
296.000000,2970.000000,13.000000,0.636364,1.000000,0.000000,0.000000
297.000000,2980.000000,12.000000,0.545455,0.000000,0.000000,0.000000
298.000000,2990.000000,13.000000,0.636364,0.000000,0.000000,0.000000
299.000000,3000.000000,12.000000,0.545455,0.000000,0.000000,0.000000
300.000000,3010.000000,11.000000,0.454545,1.000000,0.000000,0.000000
301.000000,3020.000000,13.000000,0.636364,1.000000,0.000000,0.000000
302.000000,3030.000000,11.000000,0.454545,1.000000,2.000000,0.000000
303.000000,3040.000000,12.000000,0.545455,0.000000,2.000000,0.000000
304.000000,3050.000000,9.000000,0.272727,1.000000,0.000000,0.000000
305.000000,3060.000000,10.000000,0.363636,0.000000,0.000000,1.000000
306.000000,3070.000000,12.000000,0.545455,1.000000,2.000000,0.000000
307.000000,3080.000000,13.000000,0.636364,0.000000,0.000000,0.000000
308.000000,3090.000000,11.000000,0.454545,1.000000,0.000000,0.000000
309.000000,3100.000000,11.000000,0.454545,0.000000,2.000000,0.000000
310.000000,3110.000000,12.000000,0.545455,0.000000,0.000000,0.000000
311.000000,3120.000000,10.000000,0.363636,1.000000,0.000000,0.000000
312.000000,3130.000000,12.000000,0.545455,1.000000,2.000000,0.000000
313.000000,3140.000000,9.000000,0.272727,1.000000,2.000000,0.000000
314.000000,3150.000000,12.000000,0.545455,1.000000,0.000000,0.000000
315.000000,3160.000000,11.000000,0.454545,0.000000,2.000000,0.000000
316.000000,3170.000000,11.000000,0.454545,0.000000,0.000000,1.000000
317.000000,3180.000000,14.000000,0.727273,1.000000,0.000000,0.000000
318.000000,3190.000000,10.000000,0.363636,1.000000,0.000000,0.000000
319.000000,3200.000000,12.000000,0.545455,1.000000,2.000000,0.000000
320.000000,3210.000000,12.000000,0.545455,0.000000,2.000000,0.000000
321.000000,3220.000000,11.000000,0.454545,0.000000,2.000000,0.000000
322.000000,3230.000000,11.000000,0.454545,0.000000,0.000000,0.000000
323.000000,3240.000000,11.000000,0.454545,0.000000,2.000000,0.000000
324.000000,3250.000000,10.000000,0.363636,1.000000,0.000000,0.000000
325.000000,3260.000000,12.000000,0.545455,1.000000,2.000000,0.000000
326.000000,3270.000000,12.000000,0.545455,0.000000,0.000000,0.000000
327.000000,3280.000000,12.000000,0.545455,0.000000,2.000000,0.000000
328.000000,3290.000000,12.000000,0.545455,0.000000,0.000000,0.000000
329.000000,3300.000000,12.000000,0.545455,0.000000,0.000000,0.000000
330.000000,3310.000000,13.000000,0.636364,0.000000,2.000000,0.000000
331.000000,3320.000000,11.000000,0.454545,1.000000,2.000000,0.000000
332.000000,3330.000000,11.000000,0.454545,0.000000,2.000000,0.000000
333.000000,3340.000000,13.000000,0.636364,1.000000,2.000000,0.000000
334.000000,3350.000000,14.000000,0.727273,0.000000,0.000000,0.000000
335.000000,3360.000000,12.000000,0.545455,1.000000,0.000000,0.000000
336.000000,3370.000000,11.000000,0.454545,0.000000,2.000000,0.000000
337.000000,3380.000000,13.000000,0.636364,1.000000,2.000000,1.000000
338.000000,3390.000000,11.000000,0.454545,1.000000,2.000000,0.000000
339.000000,3400.000000,12.000000,0.545455,0.000000,0.000000,0.000000
340.000000,3410.000000,12.000000,0.545455,0.000000,0.000000,0.000000
341.000000,3420.000000,12.000000,0.545455,0.000000,0.000000,0.000000
342.000000,3430.000000,12.000000,0.545455,0.000000,0.000000,0.000000
343.000000,3440.000000,11.000000,0.454545,0.000000,2.000000,0.000000
344.000000,3450.000000,10.000000,0.363636,1.000000,2.000000,0.000000
345.000000,3460.000000,11.000000,0.454545,0.000000,0.000000,0.000000
346.000000,3470.000000,11.000000,0.454545,0.000000,0.000000,0.000000
347.000000,3480.000000,10.000000,0.363636,0.000000,0.000000,0.000000
348.000000,3490.000000,11.000000,0.454545,0.000000,0.000000,0.000000
349.000000,3500.000000,11.000000,0.454545,0.000000,0.000000,0.000000
350.000000,3510.000000,9.000000,0.272727,1.000000,2.000000,0.000000
351.000000,3520.000000,14.000000,0.727273,1.000000,0.000000,0.000000
352.000000,3530.000000,14.000000,0.727273,0.000000,2.000000,0.000000
353.000000,3540.000000,14.000000,0.727273,0.000000,0.000000,0.000000
354.000000,3550.000000,11.000000,0.454545,1.000000,2.000000,0.000000
355.000000,3560.000000,10.000000,0.363636,0.000000,0.000000,0.000000
356.000000,3570.000000,10.000000,0.363636,0.000000,2.000000,0.000000
357.000000,3580.000000,13.000000,0.636364,1.000000,2.000000,0.000000
358.000000,3590.000000,12.000000,0.545455,0.000000,0.000000,0.000000
359.000000,3600.000000,12.000000,0.545455,0.000000,0.000000,0.000000
360.000000,3610.000000,13.000000,0.636364,0.000000,0.000000,0.000000
361.000000,3620.000000,12.000000,0.545455,0.000000,0.000000,0.000000
362.000000,3630.000000,11.000000,0.454545,1.000000,0.000000,0.000000
363.000000,3640.000000,12.000000,0.545455,0.000000,2.000000,0.000000
364.000000,3650.000000,10.000000,0.363636,1.000000,0.000000,1.000000
365.000000,3660.000000,12.000000,0.545455,1.000000,0.000000,0.000000
366.000000,3670.000000,9.000000,0.272727,1.000000,0.000000,0.000000
367.000000,3680.000000,12.000000,0.545455,1.000000,0.000000,0.000000
368.000000,3690.000000,12.000000,0.545455,0.000000,0.000000,0.000000
369.000000,3700.000000,11.000000,0.454545,0.000000,2.000000,0.000000
370.000000,3710.000000,12.000000,0.545455,0.000000,2.000000,0.000000
371.000000,3720.000000,10.000000,0.363636,1.000000,0.000000,0.000000
372.000000,3730.000000,12.000000,0.545455,1.000000,0.000000,0.000000
373.000000,3740.000000,11.000000,0.454545,0.000000,2.000000,1.000000
374.000000,3750.000000,12.000000,0.545455,0.000000,0.000000,0.000000
375.000000,3760.000000,11.000000,0.454545,0.000000,0.000000,1.000000
376.000000,3770.000000,12.000000,0.545455,0.000000,2.000000,0.000000
377.000000,3780.000000,10.000000,0.363636,1.000000,0.000000,0.000000
378.000000,3790.000000,12.000000,0.545455,1.000000,0.000000,0.000000
