Fault log of Dyd2
Iteration,Time(s),Current(A),Code
1016.000000,1017.000000,0.071655,-1.000000
1064.000000,1065.000000,0.066104,-1.000000
1350.000000,1351.000000,0.067535,-1.000000
2206.000000,2207.000000,0.834203,-1.000000
2426.000000,2427.000000,3.175624,-1.000000
2426.000000,2427.000000,3.175624,-2.000000
2702.000000,2703.000000,0.835694,-1.000000
3002.000000,3003.000000,0.894551,-1.000000
3240.000000,3241.000000,0.898482,-1.000000
3563.000000,3564.000000,1.050526,-1.000000
3570.000000,3571.000000,0.905956,-1.000000
3709.000000,3710.000000,1.081518,-1.000000
4119.000000,4120.000000,0.827698,-1.000000
4367.000000,4368.000000,0.949770,-1.000000
4376.000000,4377.000000,0.957208,-1.000000
4554.000000,4555.000000,0.829979,-1.000000
4563.000000,4564.000000,0.972737,-1.000000
4625.000000,4626.000000,3.269789,-1.000000
4625.000000,4626.000000,3.269789,-2.000000
5235.000000,5236.000000,3.041617,-1.000000
5616.000000,5617.000000,0.938486,-2.000000
5878.000000,5879.000000,0.836869,-1.000000
5882.000000,5883.000000,0.953358,-1.000000
5898.000000,5899.000000,0.828375,-1.000000
6033.000000,6034.000000,0.939681,-1.000000
6141.000000,6142.000000,0.818333,-1.000000
6145.000000,6146.000000,0.823433,-1.000000
6291.000000,6292.000000,0.841694,-1.000000
6328.000000,6329.000000,0.920560,-1.000000
6334.000000,6335.000000,0.937193,-1.000000
6369.000000,6370.000000,0.965358,-1.000000
6457.000000,6458.000000,0.904814,-1.000000
6461.000000,6462.000000,0.896406,-1.000000
6533.000000,6534.000000,0.839758,-1.000000
6569.000000,6570.000000,1.059379,-1.000000
6575.000000,6576.000000,0.821278,-1.000000
6653.000000,6654.000000,0.894223,-1.000000
6659.000000,6660.000000,1.176068,-1.000000
6666.000000,6667.000000,0.921267,-1.000000
6700.000000,6701.000000,0.950543,-1.000000
6704.000000,6705.000000,0.899953,-1.000000
6721.000000,6722.000000,0.832162,-1.000000
6733.000000,6734.000000,1.140841,-1.000000
6894.000000,6895.000000,1.009798,-1.000000
6898.000000,6899.000000,0.824017,-1.000000
6911.000000,6912.000000,0.933037,-1.000000
6918.000000,6919.000000,0.935995,-1.000000
6929.000000,6930.000000,0.922927,-1.000000
6995.000000,6996.000000,0.818862,-1.000000
7000.000000,7001.000000,0.960656,-1.000000
7046.000000,7047.000000,0.821055,-1.000000
7046.000000,7047.000000,0.821055,-2.000000
7071.000000,7072.000000,0.974315,-1.000000
7078.000000,7079.000000,1.054675,-1.000000
7101.000000,7102.000000,0.627690,-2.000000
7110.000000,7111.000000,2.912680,-1.000000
7328.000000,7329.000000,0.902109,-1.000000
7352.000000,7353.000000,0.830746,-1.000000
7418.000000,7419.000000,0.825705,-1.000000
7427.000000,7428.000000,1.018512,-1.000000
7431.000000,7432.000000,0.914568,-1.000000
7434.000000,7435.000000,0.982714,-1.000000
7440.000000,7441.000000,0.980019,-1.000000
7451.000000,7452.000000,0.828110,-1.000000
7482.000000,7483.000000,0.841864,-1.000000
7488.000000,7489.000000,1.013352,-1.000000
7492.000000,7493.000000,1.009373,-1.000000
7497.000000,7498.000000,0.905848,-1.000000
7513.000000,7514.000000,0.837219,-1.000000
7575.000000,7576.000000,0.848188,-1.000000
7586.000000,7587.000000,0.842878,-1.000000
7589.000000,7590.000000,0.829339,-1.000000
7616.000000,7617.000000,0.948784,-1.000000
7619.000000,7620.000000,1.036929,-1.000000
7623.000000,7624.000000,1.048666,-1.000000
7626.000000,7627.000000,0.945886,-1.000000
7646.000000,7647.000000,0.825904,-1.000000
7670.000000,7671.000000,0.827849,-1.000000
7716.000000,7717.000000,0.999283,-1.000000
7728.000000,7729.000000,0.914618,-1.000000
7734.000000,7735.000000,1.221275,-1.000000
7792.000000,7793.000000,0.918949,-1.000000
7796.000000,7797.000000,0.947629,-1.000000
7802.000000,7803.000000,0.911287,-1.000000
7805.000000,7806.000000,0.852097,-1.000000
7856.000000,7857.000000,0.734805,-2.000000
7869.000000,7870.000000,0.934469,-1.000000
7871.000000,7872.000000,0.831397,-1.000000
7880.000000,7881.000000,0.912504,-1.000000
7913.000000,7914.000000,0.854121,-1.000000
8022.000000,8023.000000,0.744254,-2.000000
8034.000000,8035.000000,1.139312,-1.000000
8094.000000,8095.000000,0.731210,-2.000000
8097.000000,8098.000000,0.932201,-1.000000
8101.000000,8102.000000,0.829568,-1.000000
8103.000000,8104.000000,1.008834,-1.000000
8110.000000,8111.000000,0.862643,-1.000000
8131.000000,8132.000000,0.887369,-2.000000
8160.000000,8161.000000,1.041194,-1.000000
8185.000000,8186.000000,0.820581,-1.000000
8197.000000,8198.000000,0.959875,-1.000000
8208.000000,8209.000000,1.024179,-1.000000
8230.000000,8231.000000,0.600853,-2.000000
8252.000000,8253.000000,0.694559,-2.000000
8279.000000,8280.000000,0.855233,-1.000000
8291.000000,8292.000000,0.821735,-1.000000
8293.000000,8294.000000,1.025940,-1.000000
8297.000000,8298.000000,1.064040,-1.000000
8302.000000,8303.000000,0.839831,-1.000000
8307.000000,8308.000000,0.863672,-1.000000
8312.000000,8313.000000,0.820844,-1.000000
8316.000000,8317.000000,0.855111,-1.000000
8320.000000,8321.000000,0.838006,-1.000000
8331.000000,8332.000000,0.945938,-1.000000
8336.000000,8337.000000,1.057799,-1.000000
8346.000000,8347.000000,0.872377,-1.000000
8376.000000,8377.000000,0.818929,-1.000000
8401.000000,8402.000000,0.691563,-2.000000
8419.000000,8420.000000,1.052975,-1.000000
8421.000000,8422.000000,0.820884,-1.000000
8430.000000,8431.000000,0.931892,-1.000000
8445.000000,8446.000000,0.844525,-1.000000
8456.000000,8457.000000,0.927179,-1.000000
8464.000000,8465.000000,0.842791,-1.000000
8468.000000,8469.000000,0.944897,-1.000000
