Fault log of Dyd2
Iteration,Time(s),Current(A),Code
378.000000,379.000000,0.724579,-1.000000
447.000000,448.000000,0.014002,-1.000000
450.000000,451.000000,0.103006,-1.000000
473.000000,474.000000,0.706271,-1.000000
507.000000,508.000000,0.703097,-1.000000
516.000000,517.000000,0.046507,-1.000000
520.000000,521.000000,0.012489,-1.000000
531.000000,532.000000,0.000543,-1.000000
535.000000,536.000000,0.073335,-1.000000
546.000000,547.000000,0.011754,-1.000000
560.000000,561.000000,0.039787,-1.000000
584.000000,585.000000,0.122115,-1.000000
592.000000,593.000000,0.036006,-1.000000
599.000000,600.000000,0.036098,-1.000000
1120.000000,1121.000000,0.561489,-1.000000
1146.000000,1147.000000,0.114637,-1.000000
1156.000000,1157.000000,0.126078,-1.000000
1161.000000,1162.000000,0.077087,-1.000000
1172.000000,1173.000000,0.111710,-1.000000
1179.000000,1180.000000,0.083360,-1.000000
1185.000000,1186.000000,0.004950,-1.000000
1192.000000,1193.000000,0.081072,-1.000000
1196.000000,1197.000000,0.138534,-1.000000
1199.000000,1200.000000,0.625625,-1.000000
1204.000000,1205.000000,0.139379,-1.000000
1213.000000,1214.000000,0.133233,-1.000000
1216.000000,1217.000000,0.059574,-1.000000
1221.000000,1222.000000,0.081733,-1.000000
1244.000000,1245.000000,0.109278,-1.000000
1248.000000,1249.000000,0.012241,-1.000000
1253.000000,1254.000000,0.115972,-1.000000
1257.000000,1258.000000,0.052386,-1.000000
1260.000000,1261.000000,0.019196,-1.000000
1493.000000,1494.000000,0.041185,-1.000000
1502.000000,1503.000000,0.680718,-1.000000
1509.000000,1510.000000,0.574638,-1.000000
1516.000000,1517.000000,0.006520,-1.000000
1519.000000,1520.000000,0.029845,-1.000000
1524.000000,1525.000000,0.046866,-1.000000
1529.000000,1530.000000,0.027503,-1.000000
1536.000000,1537.000000,0.103299,-1.000000
1541.000000,1542.000000,0.061113,-1.000000
1547.000000,1548.000000,0.047836,-1.000000
1552.000000,1553.000000,0.058575,-1.000000
1557.000000,1558.000000,0.038490,-1.000000
1560.000000,1561.000000,0.022255,-1.000000
1586.000000,1587.000000,0.658307,-1.000000
1590.000000,1591.000000,0.055111,-1.000000
1612.000000,1613.000000,0.653369,-1.000000
1619.000000,1620.000000,0.650914,-1.000000
1622.000000,1623.000000,0.605520,-1.000000
1741.000000,1742.000000,0.588859,-1.000000
1751.000000,1752.000000,0.697507,-1.000000
1753.000000,1754.000000,0.564903,-1.000000
1761.000000,1762.000000,0.085540,-1.000000
1769.000000,1770.000000,0.117445,-1.000000
1777.000000,1778.000000,0.675515,-1.000000
1782.000000,1783.000000,0.116335,-1.000000
1785.000000,1786.000000,0.134741,-1.000000
1792.000000,1793.000000,0.133403,-1.000000
1795.000000,1796.000000,0.581034,-1.000000
1803.000000,1804.000000,0.080230,-1.000000
1807.000000,1808.000000,0.045209,-1.000000
1817.000000,1818.000000,0.086301,-1.000000
1820.000000,1821.000000,0.062067,-1.000000
1824.000000,1825.000000,-0.000270,-1.000000
1828.000000,1829.000000,0.587009,-1.000000
1835.000000,1836.000000,0.651697,-1.000000
1842.000000,1843.000000,0.120083,-1.000000
1845.000000,1846.000000,0.008717,-1.000000
1852.000000,1853.000000,0.098920,-1.000000
1908.000000,1909.000000,0.733224,-1.000000
1915.000000,1916.000000,0.669722,-1.000000
1923.000000,1924.000000,0.010788,-1.000000
1930.000000,1931.000000,0.070951,-1.000000
1944.000000,1945.000000,0.066156,-1.000000
1948.000000,1949.000000,0.033001,-1.000000
1953.000000,1954.000000,0.567366,-1.000000
1956.000000,1957.000000,0.978306,-1.000000
1965.000000,1966.000000,0.824417,-1.000000
1972.000000,1973.000000,0.123913,-1.000000
1977.000000,1978.000000,0.080731,-1.000000
1983.000000,1984.000000,0.036096,-1.000000
1991.000000,1992.000000,0.011828,-1.000000
1996.000000,1997.000000,0.082377,-1.000000
2006.000000,2007.000000,0.137909,-1.000000
2011.000000,2012.000000,0.102097,-1.000000
2014.000000,2015.000000,0.085690,-1.000000
2019.000000,2020.000000,0.020289,-1.000000
2022.000000,2023.000000,0.140678,-1.000000
2027.000000,2028.000000,0.122690,-1.000000
2261.000000,2262.000000,0.584433,-1.000000
2268.000000,2269.000000,0.597962,-1.000000
2285.000000,2286.000000,0.573842,-1.000000
2359.000000,2360.000000,0.573174,-1.000000
2388.000000,2389.000000,0.607993,-1.000000
2570.000000,2571.000000,0.699794,-1.000000
2601.000000,2602.000000,0.669027,-1.000000
2604.000000,2605.000000,0.702024,-1.000000
2615.000000,2616.000000,0.670468,-1.000000
2620.000000,2621.000000,0.825365,-1.000000
2653.000000,2654.000000,0.664676,-1.000000
2663.000000,2664.000000,0.704947,-1.000000
2666.000000,2667.000000,0.652361,-1.000000
