Heavy-ion testing done by the CNES using TILU2
Temps(ms),Voie3,Voie4
10,11
20,12
30,12
40,12
50,11
60,12
70,12
80,12
90,12
100,11
110,13
120,12
130,11
140,8
150,10
160,10
170,12
180,12
190,10
200,12
210,11
220,13
230,13
240,11
250,13
260,10
270,9
280,13
290,13
300,10
310,13
320,11
330,11
340,11
350,11
360,11
370,11
380,13
390,12
400,10
410,12
420,11
430,11
440,12
450,11
460,10
470,11
480,13
490,10
500,12
510,11
520,12
530,10
540,10
550,12
560,12
570,12
580,11
590,11
600,11
610,12
620,12
630,13
640,11
650,11
660,12
670,10
680,11
690,10
700,14
710,11
720,11
730,12
740,12
750,14
760,11
770,11
780,14
790,10
800,11
810,13
820,12
830,11
840,12
850,12
860,12
870,13
880,12
890,12
900,12
910,13
920,12
930,7
940,12
950,12
960,12
970,12
980,12
990,11
1000,12
1010,12
1020,12
1030,12
1040,12
1050,10
1060,11
1070,10
1080,11
1090,10
1100,12
1110,10
1120,12
1130,11
1140,11
1150,11
1160,11
1170,12
1180,9
1190,12
1200,10
1210,13
1220,12
1230,14
1240,11
1250,10
1260,12
1270,9
1280,11
1290,13
1300,12
1310,11
1320,10
1330,12
1340,12
1350,11
1360,11
1370,12
1380,13
1390,12
1400,11
1410,11
1420,11
1430,10
1440,12
1450,9
1460,12
1470,12
1480,11
1490,12
1500,10
1510,12
1520,11
1530,10
1540,11
1550,12
1560,12
1570,10
1580,11
1590,12
1600,13
1610,10
1620,12
1630,12
1640,12
1650,11
1660,11
1670,12
1680,12
1690,12
1700,12
1710,10
1720,10
1730,11
1740,12
1750,11
1760,9
1770,12
1780,11
1790,12
1800,10
1810,11
1820,11
1830,11
1840,13
1850,12
1860,11
1870,12
1880,12
1890,12
1900,13
1910,12
1920,13
1930,11
1940,11
1950,11
1960,11
1970,13
1980,12
1990,11
2000,11
2010,12
2020,13
2030,13
2040,13
2050,12
2060,11
2070,12
2080,12
2090,9
2100,12
2110,11
2120,11
2130,14
2140,12
2150,10
2160,12
2170,10
2180,12
2190,9
2200,12
2210,12
2220,11
2230,10
2240,11
2250,12
2260,12
2270,9
2280,10
2290,11
2300,10
2310,13
2320,11
2330,12
2340,12
2350,13
2360,11
2370,10
2380,14
2390,12
2400,12
2410,12
2420,12
2430,9
2440,11
2450,11
2460,11
2470,9
2480,10
2490,12
2500,12
2510,11
2520,10
2530,11
2540,13
2550,13
2560,12
2570,12
2580,12
2590,9
2600,14
2610,9
2620,12
2630,11
2640,11
2650,9
2660,12
2670,12
2680,14
2690,13
2700,14
2710,11
2720,12
2730,14
2740,13
2750,12
2760,12
2770,14
2780,12
2790,12
2800,12
2810,11
2820,12
2830,11
2840,12
2850,12
2860,12
2870,12
2880,12
2890,12
2900,10
2910,11
2920,10
2930,12
2940,13
2950,12
2960,11
2970,10
2980,12
2990,11
3000,10
3010,12
3020,12
3030,111
3040,24
3050,5
3060,12
3070,10
3080,8
3090,12
3100,12
3110,13
3120,12
3130,11
3140,11
3150,332
3160,4
3170,12
3180,12
3190,11
3200,13
3210,12
3220,12
3230,10
3240,12
3250,12
3260,12
3270,12
3280,10
3290,11
3300,12
3310,12
3320,10
3330,12
3340,13
3350,12
3360,332
3370,264
3380,7
3390,10
3400,11
3410,12
3420,13
3430,11
3440,12
3450,11
3460,12
3470,13
3480,12
3490,12
3500,11
3510,10
3520,12
3530,15
3540,11
3550,12
3560,11
3570,12
3580,11
3590,10
3600,10
3610,11
3620,11
3630,335
3640,0
3650,11
3660,12
3670,12
3680,9
3690,12
3700,11
3710,10
3720,12
3730,11
3740,12
3750,318
3760,12
3770,11
3780,12
3790,11
3800,325
3810,0
3820,11
3830,11
3840,12
3850,12
3860,12
3870,10
3880,12
3890,10
3900,13
3910,12
3920,12
3930,12
3940,12
3950,11
3960,12
3970,10
3980,10
3990,10
4000,13
4010,11
4020,11
4030,13
4040,333
4050,53
4060,10
4070,326
4080,13
4090,10
4100,12
4110,12
4120,11
4130,297
4140,337
4150,4
4160,12
4170,10
4180,328
4190,2
4200,12
4210,12
4220,13
4230,11
4240,13
4250,12
4260,12
4270,9
4280,12
4290,12
4300,12
4310,11
4320,12
4330,12
4340,12
4350,12
4360,13
4370,12
4380,9
4390,12
4400,12
4410,11
4420,11
4430,11
4440,12
4450,10
4460,12
4470,12
4480,10
4490,10
4500,9
4510,10
4520,11
4530,10
4540,13
4550,10
4560,13
4570,12
4580,12
4590,12
4600,12
4610,12
4620,11
4630,12
4640,12
4650,10
4660,338
4670,0
4680,8
4690,12
4700,10
4710,13
4720,11
4730,14
4740,11
4750,10
4760,9
4770,12
4780,11
4790,12
4800,12
4810,13
4820,11
4830,12
4840,13
4850,11
4860,12
4870,11
4880,10
4890,12
4900,11
4910,10
4920,13
4930,12
4940,12
4950,10
4960,12
4970,12
4980,13
4990,11
5000,12
5010,10
5020,10
5030,11
5040,11
5050,10
5060,9
5070,12
5080,10
5090,9
5100,12
5110,12
5120,11
5130,13
5140,12
5150,12
5160,12
5170,11
5180,12
5190,11
5200,12
5210,12
5220,12
5230,12
5240,12
5250,11
5260,12
5270,12
5280,345
5290,2
5300,11
5310,10
5320,12
5330,11
5340,11
5350,10
5360,12
5370,11
5380,11
5390,11
5400,10
5410,12
5420,10
5430,12
5440,12
5450,344
5460,12
5470,9
5480,13
5490,340
5500,4
5510,12
5520,10
5530,12
5540,12
5550,13
5560,11
5570,11
5580,11
5590,12
5600,10
5610,11
5620,12
5630,12
5640,13
5650,14
5660,10
5670,12
5680,11
5690,10
5700,11
5710,11
5720,12
5730,9
5740,14
5750,10
5760,11
5770,10
5780,10
5790,11
5800,12
5810,16
5820,9
5830,12
5840,11
5850,14
5860,12
5870,12
5880,13
5890,11
5900,347
5910,7
5920,12
5930,10
5940,12
5950,11
5960,9
5970,12
5980,337
5990,0
6000,10
6010,9
6020,12
6030,315
6040,53
6050,7
6060,11
6070,12
6080,9
6090,12
6100,12
6110,12
6120,13
6130,12
6140,11
6150,12
6160,12
6170,339
6180,0
6190,10
6200,13
6210,12
6220,9
6230,12
6240,13
6250,12
6260,11
6270,10
6280,12
6290,9
6300,12
6310,11
6320,10
6330,12
6340,14
6350,13
6360,12
6370,12
6380,10
6390,12
6400,12
6410,11
6420,9
6430,12
6440,11
6450,12
6460,11
6470,10
6480,9
6490,11
6500,10
6510,11
6520,12
6530,11
6540,9
6550,11
6560,13
6570,13
6580,12
6590,12
6600,10
6610,11
6620,11
6630,11
6640,14
6650,12
6660,11
6670,11
6680,12
6690,10
6700,10
6710,13
6720,13
6730,10
6740,12
6750,11
6760,12
