Fault log of Dyd2
Iteration,Time(s),Current(A),Code
2426.000000,2427.000000,2.796662,-1.000000
2426.000000,2427.000000,2.796662,-2.000000
3002.000000,3003.000000,0.749403,-1.000000
3240.000000,3241.000000,0.752931,-1.000000
3563.000000,3564.000000,0.889390,-1.000000
3570.000000,3571.000000,0.759639,-1.000000
3709.000000,3710.000000,0.917206,-1.000000
3712.000000,3713.000000,0.781739,-1.000000
4367.000000,4368.000000,0.798962,-1.000000
4376.000000,4377.000000,0.805638,-1.000000
4563.000000,4564.000000,0.819575,-1.000000
4625.000000,4626.000000,2.881175,-1.000000
5235.000000,5236.000000,2.676391,-1.000000
5621.000000,5622.000000,0.641398,-2.000000
5879.000000,5880.000000,0.815715,-1.000000
5882.000000,5883.000000,0.802183,-1.000000
6033.000000,6034.000000,0.789907,-1.000000
6328.000000,6329.000000,0.772746,-1.000000
6334.000000,6335.000000,0.787674,-1.000000
6369.000000,6370.000000,0.812952,-1.000000
6457.000000,6458.000000,0.758614,-1.000000
6461.000000,6462.000000,0.751068,-1.000000
6569.000000,6570.000000,0.897335,-1.000000
6653.000000,6654.000000,0.749109,-1.000000
6659.000000,6660.000000,1.002064,-1.000000
6666.000000,6667.000000,0.773381,-1.000000
6700.000000,6701.000000,0.799656,-1.000000
6704.000000,6705.000000,0.754252,-1.000000
6733.000000,6734.000000,0.970448,-1.000000
6894.000000,6895.000000,0.852837,-1.000000
6911.000000,6912.000000,0.783944,-1.000000
6929.000000,6930.000000,0.774871,-1.000000
7000.000000,7001.000000,0.808732,-1.000000
7071.000000,7072.000000,0.820991,-1.000000
7078.000000,7079.000000,0.893114,-1.000000
7110.000000,7111.000000,2.560670,-1.000000
7328.000000,7329.000000,0.756186,-1.000000
7420.000000,7421.000000,0.843829,-1.000000
7427.000000,7428.000000,0.860658,-1.000000
7431.000000,7432.000000,0.767368,-1.000000
7434.000000,7435.000000,0.828530,-1.000000
7440.000000,7441.000000,0.826111,-1.000000
7482.000000,7483.000000,0.702116,-1.000000
7488.000000,7489.000000,0.856026,-1.000000
7492.000000,7493.000000,0.852456,-1.000000
7497.000000,7498.000000,0.759542,-1.000000
7513.000000,7514.000000,0.697948,-1.000000
7586.000000,7587.000000,0.703027,-1.000000
7616.000000,7617.000000,0.798077,-1.000000
7619.000000,7620.000000,0.877187,-1.000000
7623.000000,7624.000000,0.887721,-1.000000
7716.000000,7717.000000,0.843400,-1.000000
7734.000000,7735.000000,1.042637,-1.000000
7885.000000,7886.000000,0.969166,-1.000000
8024.000000,8025.000000,0.595174,-2.000000
8034.000000,8035.000000,0.969076,-1.000000
8103.000000,8104.000000,0.851972,-1.000000
8107.000000,8108.000000,0.707284,-1.000000
8147.000000,8148.000000,0.670892,-2.000000
8160.000000,8161.000000,0.881015,-1.000000
8165.000000,8166.000000,0.859128,-1.000000
8201.000000,8202.000000,0.906862,-1.000000
8206.000000,8207.000000,0.879542,-1.000000
8293.000000,8294.000000,0.867324,-1.000000
8297.000000,8298.000000,0.901519,-1.000000
8302.000000,8303.000000,0.700292,-1.000000
8320.000000,8321.000000,0.698654,-1.000000
8336.000000,8337.000000,0.895918,-1.000000
8419.000000,8420.000000,0.891589,-1.000000
8445.000000,8446.000000,0.704505,-1.000000
8464.000000,8465.000000,0.702949,-1.000000
8511.000000,8512.000000,0.926605,-1.000000
8513.000000,8514.000000,0.704312,-1.000000
8547.000000,8548.000000,0.706488,-1.000000
8553.000000,8554.000000,0.906493,-1.000000
8565.000000,8566.000000,1.238653,-1.000000
8574.000000,8575.000000,0.796235,-1.000000
8659.000000,8660.000000,0.585805,-2.000000
8674.000000,8675.000000,0.703768,-1.000000
8725.000000,8726.000000,0.698646,-1.000000
8736.000000,8737.000000,0.703265,-1.000000
8755.000000,8756.000000,0.702520,-1.000000
8802.000000,8803.000000,0.704780,-1.000000
8813.000000,8814.000000,0.903186,-1.000000
8816.000000,8817.000000,0.796989,-1.000000
8838.000000,8839.000000,0.898722,-1.000000
8849.000000,8850.000000,0.884132,-1.000000
8871.000000,8872.000000,0.970574,-1.000000
8921.000000,8922.000000,0.701398,-1.000000
8934.000000,8935.000000,0.905102,-1.000000
8991.000000,8992.000000,0.705037,-1.000000
9007.000000,9008.000000,0.923239,-1.000000
9011.000000,9012.000000,0.912585,-1.000000
9034.000000,9035.000000,0.668764,-2.000000
9117.000000,9118.000000,0.905087,-1.000000
9127.000000,9128.000000,0.931679,-1.000000
9140.000000,9141.000000,0.706723,-1.000000
9144.000000,9145.000000,0.699352,-1.000000
9148.000000,9149.000000,0.902803,-1.000000
9154.000000,9155.000000,0.915178,-1.000000
9160.000000,9161.000000,0.882894,-1.000000
9163.000000,9164.000000,0.915387,-1.000000
9200.000000,9201.000000,0.795933,-1.000000
9233.000000,9234.000000,1.141574,-1.000000
9233.000000,9234.000000,1.141574,-2.000000
9263.000000,9264.000000,0.942622,-1.000000
9284.000000,9285.000000,0.662983,-2.000000
9295.000000,9296.000000,0.877547,-1.000000
9330.000000,9331.000000,0.538875,-2.000000
9353.000000,9354.000000,0.924188,-1.000000
9363.000000,9364.000000,0.803885,-1.000000
9374.000000,9375.000000,0.702402,-1.000000
9404.000000,9405.000000,0.888429,-1.000000
9411.000000,9412.000000,0.931939,-1.000000
9415.000000,9416.000000,0.914371,-1.000000
9421.000000,9422.000000,0.979142,-1.000000
9431.000000,9432.000000,0.882076,-1.000000
9433.000000,9434.000000,0.700031,-1.000000
9444.000000,9445.000000,0.701820,-1.000000
9447.000000,9448.000000,0.872119,-1.000000
9450.000000,9451.000000,0.993364,-1.000000
9467.000000,9468.000000,0.702709,-1.000000
9499.000000,9500.000000,0.750094,-2.000000
9597.000000,9598.000000,0.890535,-1.000000
9602.000000,9603.000000,0.802152,-1.000000
9616.000000,9617.000000,0.900574,-1.000000
9633.000000,9634.000000,0.803424,-1.000000
9637.000000,9638.000000,0.979211,-1.000000
9645.000000,9646.000000,0.908384,-1.000000
9654.000000,9655.000000,0.704360,-1.000000
9680.000000,9681.000000,0.876445,-1.000000
9687.000000,9688.000000,1.053341,-1.000000
9693.000000,9694.000000,0.905790,-1.000000
