Fault log of Dyd2
Iteration,Time(s),Current(A),Code
2570.000000,2571.000000,0.698615,-1.000000
2582.000000,2583.000000,0.638364,-1.000000
2590.000000,2591.000000,0.692894,-1.000000
2604.000000,2605.000000,0.701025,-1.000000
2615.000000,2616.000000,0.666908,-1.000000
2620.000000,2621.000000,0.834382,-1.000000
2653.000000,2654.000000,0.660645,-1.000000
2663.000000,2664.000000,0.704186,-1.000000
2666.000000,2667.000000,0.647330,-1.000000
2668.000000,2669.000000,0.544190,-1.000000
2671.000000,2672.000000,0.667163,-1.000000
2684.000000,2685.000000,0.701726,-1.000000
2688.000000,2689.000000,0.701702,-1.000000
2690.000000,2691.000000,0.550320,-1.000000
2692.000000,2693.000000,0.663985,-1.000000
2699.000000,2700.000000,0.613483,-1.000000
2727.000000,2728.000000,0.657505,-1.000000
2740.000000,2741.000000,0.630655,-1.000000
2745.000000,2746.000000,0.708832,-1.000000
2763.000000,2764.000000,0.648852,-1.000000
2771.000000,2772.000000,0.650781,-1.000000
2775.000000,2776.000000,0.630686,-1.000000
2781.000000,2782.000000,0.647886,-1.000000
2785.000000,2786.000000,0.537786,-1.000000
2787.000000,2788.000000,0.699970,-1.000000
2795.000000,2796.000000,0.719720,-1.000000
2822.000000,2823.000000,0.696876,-1.000000
2846.000000,2847.000000,0.708526,-1.000000
2884.000000,2885.000000,0.528484,-1.000000
2887.000000,2888.000000,0.524937,-1.000000
2984.000000,2985.000000,0.672199,-1.000000
3194.000000,3195.000000,0.525122,-1.000000
3199.000000,3200.000000,0.525613,-1.000000
3262.000000,3263.000000,0.747263,-1.000000
3353.000000,3354.000000,0.639802,-1.000000
3362.000000,3363.000000,0.637682,-1.000000
3469.000000,3470.000000,0.681189,-1.000000
3514.000000,3515.000000,0.641362,-1.000000
3519.000000,3520.000000,0.784057,-1.000000
3527.000000,3528.000000,0.806705,-1.000000
3546.000000,3547.000000,0.644931,-1.000000
3549.000000,3550.000000,0.635192,-1.000000
3636.000000,3637.000000,1.042314,-1.000000
3681.000000,3682.000000,0.758254,-1.000000
3686.000000,3687.000000,0.983914,-1.000000
3689.000000,3690.000000,0.989095,-1.000000
3694.000000,3695.000000,0.840347,-1.000000
3699.000000,3700.000000,0.993538,-1.000000
3709.000000,3710.000000,0.838497,-1.000000
3727.000000,3728.000000,0.826612,-1.000000
3739.000000,3740.000000,0.807369,-1.000000
3748.000000,3749.000000,0.790693,-1.000000
3757.000000,3758.000000,0.731808,-1.000000
3760.000000,3761.000000,0.846008,-1.000000
3936.000000,3937.000000,0.690755,-1.000000
3940.000000,3941.000000,0.839781,-1.000000
3942.000000,3943.000000,0.700556,-1.000000
3945.000000,3946.000000,0.824625,-1.000000
3954.000000,3955.000000,0.682950,-1.000000
3956.000000,3957.000000,0.529144,-1.000000
3959.000000,3960.000000,0.878401,-1.000000
3966.000000,3967.000000,0.789419,-1.000000
3971.000000,3972.000000,0.841314,-1.000000
3977.000000,3978.000000,0.806729,-1.000000
3980.000000,3981.000000,0.767112,-1.000000
3985.000000,3986.000000,0.879348,-1.000000
3994.000000,3995.000000,0.986091,-1.000000
4000.000000,4001.000000,0.880626,-1.000000
4006.000000,4007.000000,0.879414,-1.000000
4013.000000,4014.000000,0.902314,-1.000000
4015.000000,4016.000000,0.744053,-1.000000
4019.000000,4020.000000,0.719301,-1.000000
4023.000000,4024.000000,0.884020,-1.000000
4033.000000,4034.000000,0.103242,-1.000000
4047.000000,4048.000000,0.057707,-1.000000
4057.000000,4058.000000,0.084399,-1.000000
4072.000000,4073.000000,0.106707,-1.000000
4084.000000,4085.000000,0.047798,-1.000000
4095.000000,4096.000000,0.066113,-1.000000
4109.000000,4110.000000,0.075357,-1.000000
4114.000000,4115.000000,0.084163,-1.000000
4117.000000,4118.000000,0.113362,-1.000000
4124.000000,4125.000000,0.102222,-1.000000
4166.000000,4167.000000,0.687790,-1.000000
4427.000000,4428.000000,0.196371,-1.000000
4442.000000,4443.000000,0.075720,-1.000000
4456.000000,4457.000000,0.117872,-1.000000
4460.000000,4461.000000,0.092661,-1.000000
4473.000000,4474.000000,0.122565,-1.000000
4479.000000,4480.000000,0.528069,-1.000000
4481.000000,4482.000000,0.722545,-1.000000
4489.000000,4490.000000,0.719379,-1.000000
4501.000000,4502.000000,0.178249,-1.000000
4505.000000,4506.000000,0.176873,-1.000000
4596.000000,4597.000000,0.083054,-1.000000
4602.000000,4603.000000,0.092318,-1.000000
4614.000000,4615.000000,0.086980,-1.000000
4628.000000,4629.000000,0.146334,-1.000000
4632.000000,4633.000000,0.136937,-1.000000
4642.000000,4643.000000,0.195080,-1.000000
4647.000000,4648.000000,0.165328,-1.000000
4655.000000,4656.000000,0.187581,-1.000000
4661.000000,4662.000000,0.120867,-1.000000
4679.000000,4680.000000,0.131977,-1.000000
4683.000000,4684.000000,0.162616,-1.000000
4799.000000,4800.000000,0.528356,-1.000000
4860.000000,4861.000000,0.092822,-1.000000
4866.000000,4867.000000,0.140058,-1.000000
4876.000000,4877.000000,0.171412,-1.000000
4883.000000,4884.000000,0.122526,-1.000000
4885.000000,4886.000000,0.699578,-1.000000
4888.000000,4889.000000,0.529393,-1.000000
4891.000000,4892.000000,0.101819,-1.000000
4904.000000,4905.000000,0.182297,-1.000000
4912.000000,4913.000000,0.162105,-1.000000
4924.000000,4925.000000,0.143002,-1.000000
4937.000000,4938.000000,0.142103,-1.000000
4942.000000,4943.000000,0.118993,-1.000000
4950.000000,4951.000000,0.164887,-1.000000
5164.000000,5165.000000,0.770955,-1.000000
5170.000000,5171.000000,0.747834,-1.000000
5186.000000,5187.000000,0.163329,-1.000000
5193.000000,5194.000000,0.689037,-1.000000
5202.000000,5203.000000,0.169415,-1.000000
5207.000000,5208.000000,0.189657,-1.000000
5213.000000,5214.000000,0.122068,-1.000000
5220.000000,5221.000000,0.150880,-1.000000
5227.000000,5228.000000,0.161118,-1.000000
5234.000000,5235.000000,0.803031,-1.000000
5300.000000,5301.000000,0.721886,-1.000000
5336.000000,5337.000000,0.720963,-1.000000
5360.000000,5361.000000,0.707850,-1.000000
5463.000000,5464.000000,0.729055,-1.000000
5471.000000,5472.000000,0.943109,-1.000000
5478.000000,5479.000000,0.723852,-1.000000
5583.000000,5584.000000,0.764957,-1.000000
5600.000000,5601.000000,0.699016,-1.000000
5689.000000,5690.000000,0.788501,-1.000000
5749.000000,5750.000000,0.779652,-1.000000
5872.000000,5873.000000,0.750621,-1.000000
5875.000000,5876.000000,0.747866,-1.000000
5900.000000,5901.000000,0.730906,-1.000000
5912.000000,5913.000000,0.877709,-1.000000
5918.000000,5919.000000,0.645323,-1.000000
5926.000000,5927.000000,0.739714,-1.000000
5993.000000,5994.000000,0.641883,-1.000000
6004.000000,6005.000000,0.647880,-1.000000
6014.000000,6015.000000,0.706368,-1.000000
6036.000000,6037.000000,0.769146,-1.000000
6063.000000,6064.000000,0.744495,-1.000000
6077.000000,6078.000000,0.926224,-1.000000
6096.000000,6097.000000,0.734922,-1.000000
6102.000000,6103.000000,0.648254,-1.000000
6140.000000,6141.000000,0.730952,-1.000000
6144.000000,6145.000000,0.200737,-1.000000
6147.000000,6148.000000,0.749206,-1.000000
6150.000000,6151.000000,0.789030,-1.000000
6155.000000,6156.000000,0.706768,-1.000000
6158.000000,6159.000000,0.779683,-1.000000
6163.000000,6164.000000,0.748988,-1.000000
6169.000000,6170.000000,0.175903,-1.000000
6174.000000,6175.000000,0.186986,-1.000000
6179.000000,6180.000000,0.165567,-1.000000
6185.000000,6186.000000,0.777363,-1.000000
6188.000000,6189.000000,0.764606,-1.000000
6192.000000,6193.000000,0.205809,-1.000000
6196.000000,6197.000000,0.709125,-1.000000
6200.000000,6201.000000,0.806005,-1.000000
6210.000000,6211.000000,0.751335,-1.000000
6215.000000,6216.000000,0.736851,-1.000000
6218.000000,6219.000000,0.265774,-1.000000
6230.000000,6231.000000,0.238831,-1.000000
6233.000000,6234.000000,0.732220,-1.000000
6236.000000,6237.000000,0.640826,-1.000000
6239.000000,6240.000000,0.183626,-1.000000
6258.000000,6259.000000,0.737720,-1.000000
6398.000000,6399.000000,0.167375,-1.000000
6401.000000,6402.000000,0.267002,-1.000000
6406.000000,6407.000000,0.803794,-1.000000
6410.000000,6411.000000,0.886874,-1.000000
6416.000000,6417.000000,0.801590,-1.000000
6423.000000,6424.000000,0.257010,-1.000000
6429.000000,6430.000000,0.720256,-1.000000
6434.000000,6435.000000,0.864100,-1.000000
6443.000000,6444.000000,0.641817,-1.000000
6447.000000,6448.000000,0.897246,-1.000000
6457.000000,6458.000000,0.747599,-1.000000
6472.000000,6473.000000,0.771445,-1.000000
6484.000000,6485.000000,0.708207,-1.000000
6581.000000,6582.000000,0.648434,-1.000000
6611.000000,6612.000000,0.757889,-1.000000
6616.000000,6617.000000,0.726786,-1.000000
6621.000000,6622.000000,0.785941,-1.000000
6632.000000,6633.000000,0.772777,-1.000000
6638.000000,6639.000000,0.750454,-1.000000
6645.000000,6646.000000,0.869568,-1.000000
6674.000000,6675.000000,0.775037,-1.000000
6693.000000,6694.000000,0.856947,-1.000000
6708.000000,6709.000000,0.720215,-1.000000
6724.000000,6725.000000,0.778850,-1.000000
6731.000000,6732.000000,0.732605,-1.000000
6751.000000,6752.000000,0.962614,-1.000000
6787.000000,6788.000000,0.813258,-1.000000
6800.000000,6801.000000,0.767916,-1.000000
6804.000000,6805.000000,1.039992,-1.000000
6822.000000,6823.000000,0.813652,-1.000000
6857.000000,6858.000000,0.753508,-1.000000
6872.000000,6873.000000,0.233862,-1.000000
6878.000000,6879.000000,0.279549,-1.000000
6885.000000,6886.000000,0.733846,-1.000000
6887.000000,6888.000000,0.847756,-1.000000
6890.000000,6891.000000,0.802416,-1.000000
6894.000000,6895.000000,0.885088,-1.000000
6897.000000,6898.000000,0.760300,-1.000000
6901.000000,6902.000000,0.233853,-1.000000
6906.000000,6907.000000,0.737637,-1.000000
6918.000000,6919.000000,0.655271,-1.000000
6921.000000,6922.000000,0.250557,-1.000000
6926.000000,6927.000000,0.640315,-1.000000
6981.000000,6982.000000,0.726293,-1.000000
7016.000000,7017.000000,0.842053,-1.000000
7035.000000,7036.000000,0.723833,-1.000000
7098.000000,7099.000000,0.739461,-1.000000
7120.000000,7121.000000,0.877520,-1.000000
7135.000000,7136.000000,0.860540,-1.000000
7138.000000,7139.000000,0.722945,-1.000000
7157.000000,7158.000000,0.775520,-1.000000
7290.000000,7291.000000,0.716531,-1.000000
7318.000000,7319.000000,0.721753,-1.000000
7330.000000,7331.000000,0.817659,-1.000000
7339.000000,7340.000000,0.214010,-1.000000
7343.000000,7344.000000,0.229314,-1.000000
7370.000000,7371.000000,0.324741,-1.000000
7378.000000,7379.000000,0.243294,-1.000000
7383.000000,7384.000000,0.260395,-1.000000
7391.000000,7392.000000,0.327740,-1.000000
7398.000000,7399.000000,0.833519,-1.000000
7401.000000,7402.000000,0.925524,-1.000000
7405.000000,7406.000000,0.977086,-1.000000
7475.000000,7476.000000,0.834414,-1.000000
7484.000000,7485.000000,0.805468,-1.000000
7523.000000,7524.000000,0.727922,-1.000000
7545.000000,7546.000000,0.940067,-1.000000
7660.000000,7661.000000,0.825217,-1.000000
7663.000000,7664.000000,1.000275,-1.000000
7685.000000,7686.000000,0.720060,-1.000000
7840.000000,7841.000000,0.302577,-1.000000
7846.000000,7847.000000,0.321562,-1.000000
7861.000000,7862.000000,0.339091,-1.000000
7864.000000,7865.000000,0.302797,-1.000000
7867.000000,7868.000000,0.339145,-1.000000
7869.000000,7870.000000,0.808965,-1.000000
7876.000000,7877.000000,0.959925,-1.000000
7879.000000,7880.000000,1.070335,-1.000000
7883.000000,7884.000000,0.801290,-1.000000
7888.000000,7889.000000,1.000692,-1.000000
7895.000000,7896.000000,0.725658,-1.000000
7907.000000,7908.000000,0.828918,-1.000000
7943.000000,7944.000000,0.863724,-1.000000
7945.000000,7946.000000,0.723521,-1.000000
8000.000000,8001.000000,0.717601,-1.000000
8007.000000,8008.000000,0.854961,-1.000000
8050.000000,8051.000000,0.870168,-1.000000
8067.000000,8068.000000,0.720602,-1.000000
8261.000000,8262.000000,0.818111,-1.000000
8263.000000,8264.000000,0.716998,-1.000000
8285.000000,8286.000000,0.851303,-1.000000
8289.000000,8290.000000,1.016755,-1.000000
8306.000000,8307.000000,0.800318,-1.000000
8310.000000,8311.000000,0.806750,-1.000000
8318.000000,8319.000000,0.833766,-1.000000
8322.000000,8323.000000,0.838540,-1.000000
8347.000000,8348.000000,0.736903,-1.000000
8352.000000,8353.000000,0.993374,-1.000000
8454.000000,8455.000000,0.868267,-1.000000
8471.000000,8472.000000,0.810816,-1.000000
8476.000000,8477.000000,0.277461,-1.000000
8478.000000,8479.000000,0.810673,-1.000000
8482.000000,8483.000000,0.820587,-1.000000
8487.000000,8488.000000,0.816563,-1.000000
8489.000000,8490.000000,0.363806,-1.000000
8492.000000,8493.000000,0.326907,-1.000000
8494.000000,8495.000000,0.809571,-1.000000
8496.000000,8497.000000,0.337666,-1.000000
8498.000000,8499.000000,0.796714,-1.000000
8505.000000,8506.000000,0.824045,-1.000000
8510.000000,8511.000000,0.397133,-1.000000
8515.000000,8516.000000,1.004495,-1.000000
8521.000000,8522.000000,0.377383,-1.000000
8526.000000,8527.000000,0.395762,-1.000000
8528.000000,8529.000000,0.827172,-1.000000
8533.000000,8534.000000,0.285676,-1.000000
8537.000000,8538.000000,0.375585,-1.000000
8633.000000,8634.000000,0.813029,-1.000000
8686.000000,8687.000000,0.738514,-1.000000
8688.000000,8689.000000,0.873162,-1.000000
8693.000000,8694.000000,0.867947,-1.000000
8698.000000,8699.000000,0.745859,-1.000000
8705.000000,8706.000000,0.723222,-1.000000
8711.000000,8712.000000,0.847151,-1.000000
8757.000000,8758.000000,0.810022,-1.000000
8760.000000,8761.000000,0.990500,-1.000000
8767.000000,8768.000000,0.832269,-1.000000
8797.000000,8798.000000,0.289465,-1.000000
8801.000000,8802.000000,0.825134,-1.000000
8803.000000,8804.000000,0.317796,-1.000000
8805.000000,8806.000000,0.822306,-1.000000
8809.000000,8810.000000,0.867066,-1.000000
8811.000000,8812.000000,0.314182,-1.000000
8813.000000,8814.000000,0.722123,-1.000000
8815.000000,8816.000000,0.838284,-1.000000
8822.000000,8823.000000,0.289302,-1.000000
8827.000000,8828.000000,0.321898,-1.000000
8830.000000,8831.000000,0.863611,-1.000000
8835.000000,8836.000000,0.828891,-1.000000
8838.000000,8839.000000,0.385992,-1.000000
8842.000000,8843.000000,0.871991,-1.000000
8856.000000,8857.000000,0.381111,-1.000000
8863.000000,8864.000000,0.800050,-1.000000
8867.000000,8868.000000,0.955975,-1.000000
8870.000000,8871.000000,0.741647,-1.000000
8873.000000,8874.000000,0.972243,-1.000000
8877.000000,8878.000000,0.911645,-1.000000
8887.000000,8888.000000,0.851973,-1.000000
8890.000000,8891.000000,0.805785,-1.000000
8894.000000,8895.000000,0.347234,-1.000000
8899.000000,8900.000000,0.306498,-1.000000
8902.000000,8903.000000,0.861708,-1.000000
8906.000000,8907.000000,0.325400,-1.000000
8908.000000,8909.000000,0.726645,-1.000000
8928.000000,8929.000000,0.836230,-1.000000
8940.000000,8941.000000,0.868644,-1.000000
8944.000000,8945.000000,0.846527,-1.000000
8962.000000,8963.000000,0.884844,-1.000000
8971.000000,8972.000000,0.873398,-1.000000
8975.000000,8976.000000,0.740124,-1.000000
8977.000000,8978.000000,0.854463,-1.000000
8990.000000,8991.000000,0.806205,-1.000000
8994.000000,8995.000000,0.810454,-1.000000
8999.000000,9000.000000,0.863882,-1.000000
9015.000000,9016.000000,1.056097,-1.000000
9058.000000,9059.000000,0.820610,-1.000000
9062.000000,9063.000000,0.719989,-1.000000
9096.000000,9097.000000,0.917192,-1.000000
9100.000000,9101.000000,0.928729,-1.000000
9160.000000,9161.000000,0.822952,-1.000000
9173.000000,9174.000000,0.974887,-1.000000
9236.000000,9237.000000,0.819064,-1.000000
9252.000000,9253.000000,0.724022,-1.000000
9260.000000,9261.000000,0.906731,-1.000000
9266.000000,9267.000000,0.729499,-1.000000
9271.000000,9272.000000,0.918426,-1.000000
9274.000000,9275.000000,0.888096,-1.000000
9324.000000,9325.000000,0.373241,-1.000000
9328.000000,9329.000000,0.362500,-1.000000
9331.000000,9332.000000,0.861952,-1.000000
9334.000000,9335.000000,0.395034,-1.000000
9338.000000,9339.000000,0.884163,-1.000000
9340.000000,9341.000000,1.052041,-1.000000
9342.000000,9343.000000,0.760436,-1.000000
9345.000000,9346.000000,0.966678,-1.000000
9347.000000,9348.000000,1.298036,-1.000000
9349.000000,9350.000000,1.024557,-1.000000
9356.000000,9357.000000,0.748296,-1.000000
9360.000000,9361.000000,0.890912,-1.000000
9366.000000,9367.000000,0.326051,-1.000000
9370.000000,9371.000000,0.895612,-1.000000
9376.000000,9377.000000,0.354923,-1.000000
9382.000000,9383.000000,0.762287,-1.000000
9386.000000,9387.000000,0.835061,-1.000000
9390.000000,9391.000000,0.345099,-1.000000
9393.000000,9394.000000,0.321584,-1.000000
9395.000000,9396.000000,0.885859,-1.000000
9397.000000,9398.000000,0.749850,-1.000000
9410.000000,9411.000000,0.874460,-1.000000
9413.000000,9414.000000,0.721446,-1.000000
9418.000000,9419.000000,0.984811,-1.000000
9422.000000,9423.000000,0.922255,-1.000000
9426.000000,9427.000000,1.054729,-1.000000
9428.000000,9429.000000,0.875041,-1.000000
9448.000000,9449.000000,0.723177,-1.000000
9531.000000,9532.000000,0.767894,-1.000000
9537.000000,9538.000000,0.844289,-1.000000
9571.000000,9572.000000,0.828175,-1.000000
9648.000000,9649.000000,0.849869,-1.000000
9660.000000,9661.000000,0.911910,-1.000000
9726.000000,9727.000000,0.888063,-1.000000
9729.000000,9730.000000,0.754432,-1.000000
9731.000000,9732.000000,0.911341,-1.000000
9749.000000,9750.000000,0.912708,-1.000000
9755.000000,9756.000000,0.833015,-1.000000
9759.000000,9760.000000,1.005376,-1.000000
9763.000000,9764.000000,0.931080,-1.000000
9771.000000,9772.000000,0.905091,-1.000000
9775.000000,9776.000000,0.399892,-1.000000
9784.000000,9785.000000,0.763610,-1.000000
9787.000000,9788.000000,0.365459,-1.000000
9789.000000,9790.000000,0.916780,-1.000000
9792.000000,9793.000000,0.877661,-1.000000
9799.000000,9800.000000,1.059650,-1.000000
9803.000000,9804.000000,0.900984,-1.000000
9807.000000,9808.000000,0.921210,-1.000000
9815.000000,9816.000000,0.997657,-1.000000
9817.000000,9818.000000,0.890172,-1.000000
9827.000000,9828.000000,0.915312,-1.000000
9832.000000,9833.000000,0.448491,-1.000000
9835.000000,9836.000000,0.423752,-1.000000
9838.000000,9839.000000,0.754120,-1.000000
9844.000000,9845.000000,0.890678,-1.000000
9933.000000,9934.000000,0.887677,-1.000000
9951.000000,9952.000000,0.834378,-1.000000
9954.000000,9955.000000,1.048513,-1.000000
9966.000000,9967.000000,1.204734,-1.000000
9971.000000,9972.000000,0.455697,-1.000000
9975.000000,9976.000000,0.853357,-1.000000
9980.000000,9981.000000,0.363758,-1.000000
9985.000000,9986.000000,0.372510,-1.000000
9992.000000,9993.000000,0.401819,-1.000000
9994.000000,9995.000000,0.872159,-1.000000
