Fault log of Dyd2
Iteration,Time(s),Current(A),Code
23.000000,24.000000,0.353755,-1.000000
48.000000,49.000000,0.321204,-1.000000
54.000000,55.000000,0.288492,-1.000000
82.000000,83.000000,0.417659,-1.000000
112.000000,113.000000,0.310303,-1.000000
225.000000,226.000000,0.446279,-1.000000
233.000000,234.000000,0.403008,-1.000000
296.000000,297.000000,0.298141,-1.000000
350.000000,351.000000,0.167253,-1.000000
352.000000,353.000000,0.449480,-1.000000
358.000000,359.000000,0.279259,-1.000000
365.000000,366.000000,0.168924,-1.000000
369.000000,370.000000,0.332165,-1.000000
387.000000,388.000000,0.000484,-1.000000
406.000000,407.000000,0.139493,-1.000000
408.000000,409.000000,0.286243,-1.000000
416.000000,417.000000,0.422235,-1.000000
427.000000,428.000000,0.215968,-1.000000
463.000000,464.000000,0.295212,-1.000000
549.000000,550.000000,0.294692,-1.000000
572.000000,573.000000,0.180046,-1.000000
598.000000,599.000000,0.353489,-1.000000
619.000000,620.000000,0.401704,-1.000000
621.000000,622.000000,0.135814,-1.000000
629.000000,630.000000,0.339371,-1.000000
633.000000,634.000000,0.346225,-1.000000
641.000000,642.000000,0.382739,-1.000000
645.000000,646.000000,0.355335,-1.000000
660.000000,661.000000,0.328262,-1.000000
749.000000,750.000000,0.281262,-1.000000
1201.000000,1202.000000,0.353858,-1.000000
1209.000000,1210.000000,0.726649,-1.000000
1213.000000,1214.000000,0.439232,-1.000000
1223.000000,1224.000000,0.124009,-1.000000
1234.000000,1235.000000,0.425214,-1.000000
1240.000000,1241.000000,0.363287,-1.000000
1346.000000,1347.000000,0.311653,-1.000000
1349.000000,1350.000000,0.406400,-1.000000
1360.000000,1361.000000,0.454967,-1.000000
1401.000000,1402.000000,0.298906,-1.000000
1403.000000,1404.000000,0.405533,-1.000000
1415.000000,1416.000000,0.134272,-1.000000
1426.000000,1427.000000,0.382766,-1.000000
1429.000000,1430.000000,0.209165,-1.000000
1442.000000,1443.000000,0.386364,-1.000000
1449.000000,1450.000000,0.130921,-1.000000
1479.000000,1480.000000,0.442554,-1.000000
1484.000000,1485.000000,0.311095,-1.000000
1645.000000,1646.000000,0.162975,-1.000000
1673.000000,1674.000000,0.302644,-1.000000
1680.000000,1681.000000,0.415206,-1.000000
1761.000000,1762.000000,0.352708,-1.000000
1770.000000,1771.000000,0.311436,-1.000000
1772.000000,1773.000000,0.441648,-1.000000
1778.000000,1779.000000,0.157384,-1.000000
1789.000000,1790.000000,0.244537,-1.000000
1815.000000,1816.000000,0.137644,-1.000000
1820.000000,1821.000000,0.202237,-1.000000
1824.000000,1825.000000,0.223951,-1.000000
1833.000000,1834.000000,0.377428,-1.000000
1844.000000,1845.000000,0.230419,-1.000000
1848.000000,1849.000000,0.131556,-1.000000
1853.000000,1854.000000,0.194635,-1.000000
1879.000000,1880.000000,0.392577,-1.000000
1891.000000,1892.000000,0.422852,-1.000000
1895.000000,1896.000000,0.134129,-1.000000
1912.000000,1913.000000,0.446355,-1.000000
1922.000000,1923.000000,0.132755,-1.000000
1933.000000,1934.000000,0.006286,-1.000000
1937.000000,1938.000000,-0.034171,-1.000000
1941.000000,1942.000000,0.083790,-1.000000
1947.000000,1948.000000,0.046728,-1.000000
1949.000000,1950.000000,0.406301,-1.000000
1954.000000,1955.000000,0.015823,-1.000000
1960.000000,1961.000000,0.104348,-1.000000
1967.000000,1968.000000,0.025417,-1.000000
1972.000000,1973.000000,0.378020,-1.000000
1983.000000,1984.000000,0.020146,-1.000000
1988.000000,1989.000000,0.028881,-1.000000
2000.000000,2001.000000,-0.026012,-1.000000
2007.000000,2008.000000,-0.008433,-1.000000
2014.000000,2015.000000,0.612983,-1.000000
2022.000000,2023.000000,0.447077,-1.000000
2085.000000,2086.000000,0.432793,-1.000000
2111.000000,2112.000000,0.676510,-1.000000
2119.000000,2120.000000,0.785724,-1.000000
2187.000000,2188.000000,0.619538,-1.000000
2189.000000,2190.000000,0.439867,-1.000000
2199.000000,2200.000000,0.626939,-1.000000
2202.000000,2203.000000,0.695503,-1.000000
2260.000000,2261.000000,0.375737,-1.000000
2269.000000,2270.000000,0.373306,-1.000000
2277.000000,2278.000000,-0.012897,-1.000000
2279.000000,2280.000000,0.102209,-1.000000
2283.000000,2284.000000,0.023589,-1.000000
2297.000000,2298.000000,0.010652,-1.000000
2307.000000,2308.000000,0.022756,-1.000000
2321.000000,2322.000000,0.012542,-1.000000
2329.000000,2330.000000,0.681392,-1.000000
2334.000000,2335.000000,0.040658,-1.000000
2337.000000,2338.000000,0.376473,-1.000000
2342.000000,2343.000000,0.040150,-1.000000
2355.000000,2356.000000,0.038779,-1.000000
2358.000000,2359.000000,0.001473,-1.000000
2361.000000,2362.000000,0.026155,-1.000000
2365.000000,2366.000000,0.091970,-1.000000
2371.000000,2372.000000,-0.000849,-1.000000
2376.000000,2377.000000,0.079144,-1.000000
2380.000000,2381.000000,0.049164,-1.000000
2471.000000,2472.000000,0.594176,-1.000000
2491.000000,2492.000000,0.374035,-1.000000
2494.000000,2495.000000,0.699336,-1.000000
2537.000000,2538.000000,0.374282,-1.000000
2553.000000,2554.000000,0.370977,-1.000000
2573.000000,2574.000000,0.372094,-1.000000
2586.000000,2587.000000,0.370868,-1.000000
2591.000000,2592.000000,0.374086,-1.000000
2606.000000,2607.000000,0.377862,-1.000000
2618.000000,2619.000000,0.602516,-1.000000
2625.000000,2626.000000,0.376719,-1.000000
2644.000000,2645.000000,0.370434,-1.000000
2657.000000,2658.000000,0.376768,-1.000000
2662.000000,2663.000000,0.372420,-1.000000
2685.000000,2686.000000,0.379694,-1.000000
2697.000000,2698.000000,0.693257,-1.000000
2714.000000,2715.000000,0.701371,-1.000000
2719.000000,2720.000000,0.601343,-1.000000
2826.000000,2827.000000,0.024951,-1.000000
2838.000000,2839.000000,0.075584,-1.000000
2848.000000,2849.000000,0.043757,-1.000000
2856.000000,2857.000000,0.690761,-1.000000
2859.000000,2860.000000,0.958948,-1.000000
2869.000000,2870.000000,0.680687,-1.000000
2877.000000,2878.000000,0.034418,-1.000000
2880.000000,2881.000000,0.063872,-1.000000
2891.000000,2892.000000,0.050231,-1.000000
2893.000000,2894.000000,0.925134,-1.000000
2901.000000,2902.000000,0.711267,-1.000000
2909.000000,2910.000000,0.837871,-1.000000
2921.000000,2922.000000,0.603793,-1.000000
2932.000000,2933.000000,0.883961,-1.000000
2936.000000,2937.000000,0.681910,-1.000000
2947.000000,2948.000000,0.791753,-1.000000
2956.000000,2957.000000,0.618533,-1.000000
2962.000000,2963.000000,0.748467,-1.000000
2973.000000,2974.000000,0.790145,-1.000000
2977.000000,2978.000000,0.752912,-1.000000
2986.000000,2987.000000,0.719384,-1.000000
2996.000000,2997.000000,0.765166,-1.000000
3024.000000,3025.000000,0.766039,-1.000000
3029.000000,3030.000000,0.623790,-1.000000
3031.000000,3032.000000,0.761864,-1.000000
3034.000000,3035.000000,0.724997,-1.000000
3048.000000,3049.000000,0.722840,-1.000000
3053.000000,3054.000000,0.792581,-1.000000
3060.000000,3061.000000,0.779901,-1.000000
3089.000000,3090.000000,0.641619,-1.000000
3101.000000,3102.000000,0.579252,-1.000000
3104.000000,3105.000000,0.768813,-1.000000
3130.000000,3131.000000,0.650376,-1.000000
3132.000000,3133.000000,0.794598,-1.000000
3140.000000,3141.000000,0.578104,-1.000000
3144.000000,3145.000000,0.778035,-1.000000
3218.000000,3219.000000,0.373670,-1.000000
3252.000000,3253.000000,0.588484,-1.000000
3261.000000,3262.000000,0.106674,-1.000000
3264.000000,3265.000000,0.658505,-1.000000
3271.000000,3272.000000,0.786589,-1.000000
3274.000000,3275.000000,0.594290,-1.000000
3277.000000,3278.000000,0.869132,-1.000000
3282.000000,3283.000000,0.764040,-1.000000
3285.000000,3286.000000,0.748558,-1.000000
3289.000000,3290.000000,0.183280,-1.000000
3293.000000,3294.000000,0.067502,-1.000000
3295.000000,3296.000000,0.183042,-1.000000
3298.000000,3299.000000,0.036542,-1.000000
3310.000000,3311.000000,0.580575,-1.000000
3315.000000,3316.000000,0.055932,-1.000000
3317.000000,3318.000000,0.601002,-1.000000
3319.000000,3320.000000,0.054763,-1.000000
3327.000000,3328.000000,0.171329,-1.000000
3330.000000,3331.000000,0.594437,-1.000000
3333.000000,3334.000000,0.600595,-1.000000
3335.000000,3336.000000,0.095010,-1.000000
3341.000000,3342.000000,0.106927,-1.000000
3345.000000,3346.000000,0.054095,-1.000000
3352.000000,3353.000000,0.110540,-1.000000
3397.000000,3398.000000,0.856378,-1.000000
3405.000000,3406.000000,0.748823,-1.000000
3431.000000,3432.000000,0.055713,-1.000000
3436.000000,3437.000000,0.597645,-1.000000
3455.000000,3456.000000,0.817940,-1.000000
3462.000000,3463.000000,0.653236,-1.000000
3472.000000,3473.000000,0.048596,-1.000000
3476.000000,3477.000000,0.176241,-1.000000
3481.000000,3482.000000,0.090681,-1.000000
3487.000000,3488.000000,0.043536,-1.000000
3489.000000,3490.000000,0.582330,-1.000000
3494.000000,3495.000000,0.059141,-1.000000
3496.000000,3497.000000,0.171146,-1.000000
3504.000000,3505.000000,0.113378,-1.000000
3510.000000,3511.000000,0.132729,-1.000000
3513.000000,3514.000000,0.105605,-1.000000
3515.000000,3516.000000,0.834437,-1.000000
3522.000000,3523.000000,0.690394,-1.000000
3528.000000,3529.000000,0.829256,-1.000000
3535.000000,3536.000000,0.691128,-1.000000
3540.000000,3541.000000,0.701036,-1.000000
3544.000000,3545.000000,0.600793,-1.000000
3554.000000,3555.000000,0.686052,-1.000000
3559.000000,3560.000000,0.754025,-1.000000
3574.000000,3575.000000,0.601254,-1.000000
3592.000000,3593.000000,0.680991,-1.000000
3596.000000,3597.000000,0.675686,-1.000000
3600.000000,3601.000000,0.703555,-1.000000
3606.000000,3607.000000,0.702472,-1.000000
3617.000000,3618.000000,0.678090,-1.000000
3624.000000,3625.000000,0.690670,-1.000000
3626.000000,3627.000000,0.590512,-1.000000
3630.000000,3631.000000,0.785291,-1.000000
3635.000000,3636.000000,0.844835,-1.000000
3637.000000,3638.000000,0.729774,-1.000000
3642.000000,3643.000000,0.812691,-1.000000
3645.000000,3646.000000,0.732532,-1.000000
3651.000000,3652.000000,0.843950,-1.000000
